,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,timestamp
641,36.09464,27.90269,335.93,0.56,0.52,2023-07-26,2323,N20,VIIRS,n,2,297.3,7.41,N,0,2023-07-26 23:23:00
643,36.08667,27.88227,356.2,0.56,0.52,2023-07-26,2323,N20,VIIRS,n,2,300.23,16.39,N,0,2023-07-26 23:23:00
659,36.04681,27.87391,305.76,0.67,0.74,2023-07-27,103,N20,VIIRS,n,2,292.83,5.53,N,0,2023-07-27 01:03:00
657,36.04469,27.88093,346.97,0.67,0.74,2023-07-27,103,N20,VIIRS,n,2,296.05,5.53,N,0,2023-07-27 01:03:00
656,36.04284,27.87637,330.92,0.67,0.74,2023-07-27,103,N20,VIIRS,n,2,294.57,5.64,N,0,2023-07-27 01:03:00
660,36.03891,27.87602,313.71,0.67,0.74,2023-07-27,103,N20,VIIRS,n,2,293.74,5.53,N,0,2023-07-27 01:03:00
654,36.04863,27.88117,342.14,0.67,0.74,2023-07-27,103,N20,VIIRS,n,2,293.28,6.72,N,0,2023-07-27 01:03:00
653,36.07845,27.8788,317.93,0.67,0.74,2023-07-27,103,N20,VIIRS,n,2,292.42,4.1,N,0,2023-07-27 01:03:00
652,36.08464,27.88229,333.55,0.67,0.74,2023-07-27,103,N20,VIIRS,n,2,294.43,4.1,N,0,2023-07-27 01:03:00
651,36.09321,27.90171,322.75,0.67,0.74,2023-07-27,103,N20,VIIRS,n,2,293.44,4.24,N,0,2023-07-27 01:03:00
655,36.0463,27.8887,335.65,0.67,0.74,2023-07-27,103,N20,VIIRS,n,2,292.94,6.72,N,0,2023-07-27 01:03:00
658,36.0424,27.88845,330.74,0.67,0.74,2023-07-27,103,N20,VIIRS,n,2,293.55,8.63,N,0,2023-07-27 01:03:00
661,36.07714,27.88274,345.99,0.39,0.44,2023-07-27,1043,N20,VIIRS,n,2,313.32,12.89,D,0,2023-07-27 10:43:00
662,36.07626,27.87855,338.94,0.39,0.44,2023-07-27,1043,N20,VIIRS,n,2,306.82,12.89,D,0,2023-07-27 10:43:00
663,36.08107,27.88153,343.75,0.39,0.44,2023-07-27,1043,N20,VIIRS,n,2,309.14,12.89,D,0,2023-07-27 10:43:00
664,36.09505,27.90854,367.0,0.39,0.44,2023-07-27,1043,N20,VIIRS,h,2,334.85,120.27,D,0,2023-07-27 10:43:00
665,36.09421,27.90445,343.2,0.39,0.44,2023-07-27,1043,N20,VIIRS,n,2,313.75,12.02,D,0,2023-07-27 10:43:00
666,36.09986,27.91153,346.1,0.39,0.44,2023-07-27,1043,N20,VIIRS,n,2,312.01,76.9,D,0,2023-07-27 10:43:00
667,36.09816,27.90336,354.72,0.39,0.44,2023-07-27,1043,N20,VIIRS,n,2,316.5,16.64,D,0,2023-07-27 10:43:00
668,36.09731,27.89926,339.12,0.39,0.44,2023-07-27,1043,N20,VIIRS,l,2,311.09,16.64,D,0,2023-07-27 10:43:00
