,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,timestamp
1165,36.09527,27.95019,339.9,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,308.98,19.17,N,0,2023-07-22 23:49:00
1155,36.10973,27.94858,341.37,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,316.45,23.08,N,0,2023-07-22 23:49:00
1144,36.12138,27.94128,323.08,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,301.65,35.9,N,0,2023-07-22 23:49:00
1153,36.11255,27.95407,313.35,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,301.85,26.78,N,0,2023-07-22 23:49:00
1134,36.12877,27.94531,346.22,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,315.08,46.85,N,0,2023-07-22 23:49:00
1174,36.08364,27.95738,325.25,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,310.87,13.31,N,0,2023-07-22 23:49:00
1135,36.12814,27.95008,321.29,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,305.12,2.78,N,0,2023-07-22 23:49:00
1136,36.1318,27.94324,333.36,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,304.16,23.46,N,0,2023-07-22 23:49:00
1137,36.13117,27.94796,367.0,0.42,0.38,2023-07-22,2349,N,VIIRS,h,2,327.33,23.46,N,0,2023-07-22 23:49:00
1138,36.12833,27.94259,332.68,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,301.96,23.46,N,0,2023-07-22 23:49:00
1139,36.12769,27.94732,336.67,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,309.67,23.46,N,0,2023-07-22 23:49:00
1140,36.12705,27.95209,314.79,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,303.3,1.97,N,0,2023-07-22 23:49:00
1141,36.12486,27.94195,320.43,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,301.77,35.9,N,0,2023-07-22 23:49:00
1142,36.12421,27.94669,345.56,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,320.72,35.9,N,0,2023-07-22 23:49:00
1143,36.12357,27.95147,317.19,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,302.47,3.0,N,0,2023-07-22 23:49:00
1145,36.12074,27.94604,343.6,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,332.21,35.9,N,0,2023-07-22 23:49:00
1146,36.1201,27.95082,329.75,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,304.63,3.0,N,0,2023-07-22 23:49:00
1147,36.11728,27.94533,367.0,0.42,0.38,2023-07-22,2349,N,VIIRS,h,2,352.1,104.04,N,0,2023-07-22 23:49:00
1148,36.11664,27.95008,341.27,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,308.23,26.78,N,0,2023-07-22 23:49:00
1149,36.11792,27.94053,317.11,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,301.86,104.04,N,0,2023-07-22 23:49:00
1150,36.11382,27.94458,367.0,0.42,0.38,2023-07-22,2349,N,VIIRS,h,2,338.48,104.04,N,0,2023-07-22 23:49:00
1151,36.11318,27.94934,339.73,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,322.97,26.78,N,0,2023-07-22 23:49:00
1152,36.11446,27.93977,316.35,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,301.91,104.04,N,0,2023-07-22 23:49:00
1154,36.11036,27.94381,342.56,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,305.28,19.95,N,0,2023-07-22 23:49:00
1175,36.08142,27.94723,336.38,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,323.42,42.21,N,0,2023-07-22 23:49:00
1074,36.20952,27.9807,320.43,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,303.71,17.19,N,0,2023-07-22 23:49:00
1177,36.07796,27.9465,339.79,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,316.76,42.21,N,0,2023-07-22 23:49:00
1200,36.05657,27.94676,338.86,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,312.69,18.79,N,0,2023-07-22 23:49:00
1201,36.05595,27.95142,351.74,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,318.96,18.79,N,0,2023-07-22 23:49:00
1202,36.05533,27.95613,333.65,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,309.65,2.3,N,0,2023-07-22 23:49:00
1203,36.05471,27.9608,322.49,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,307.31,2.3,N,0,2023-07-22 23:49:00
1204,36.0541,27.96546,316.76,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,305.16,3.37,N,0,2023-07-22 23:49:00
1205,36.05311,27.94598,333.03,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,305.24,16.11,N,0,2023-07-22 23:49:00
1206,36.0525,27.95065,355.05,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,319.35,16.11,N,0,2023-07-22 23:49:00
1207,36.05188,27.95538,337.55,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,310.16,4.07,N,0,2023-07-22 23:49:00
1199,36.05818,27.96153,320.63,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,306.47,2.3,N,0,2023-07-22 23:49:00
1208,36.05126,27.96004,324.69,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,307.56,4.07,N,0,2023-07-22 23:49:00
1210,36.04966,27.94522,325.5,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,304.42,16.11,N,0,2023-07-22 23:49:00
1211,36.04904,27.94989,352.5,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,323.24,16.11,N,0,2023-07-22 23:49:00
1212,36.04842,27.9546,352.09,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,312.13,4.07,N,0,2023-07-22 23:49:00
1213,36.04781,27.95924,327.08,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,304.82,4.07,N,3,2023-07-22 23:49:00
1214,36.04558,27.94912,355.36,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,315.65,16.14,N,0,2023-07-22 23:49:00
1215,36.04496,27.95381,328.72,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,303.0,2.92,N,3,2023-07-22 23:49:00
1133,36.13162,27.9507,319.37,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,304.24,2.78,N,0,2023-07-22 23:49:00
1216,36.04211,27.9484,318.68,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,301.3,16.14,N,0,2023-07-22 23:49:00
1209,36.05064,27.96471,315.43,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,305.38,1.97,N,0,2023-07-22 23:49:00
1176,36.0808,27.95197,329.56,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,308.16,8.55,N,0,2023-07-22 23:49:00
1198,36.05879,27.95688,327.69,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,309.15,2.3,N,0,2023-07-22 23:49:00
1196,36.06002,27.94755,352.38,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,319.15,18.79,N,0,2023-07-22 23:49:00
1178,36.07734,27.95123,337.87,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,315.0,8.55,N,0,2023-07-22 23:49:00
1179,36.07671,27.95592,320.74,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,305.91,8.55,N,0,2023-07-22 23:49:00
1180,36.07449,27.94581,334.32,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,304.9,21.12,N,0,2023-07-22 23:49:00
1181,36.07388,27.95048,343.7,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,320.64,13.99,N,0,2023-07-22 23:49:00
1182,36.07325,27.95514,331.91,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,308.63,13.99,N,0,2023-07-22 23:49:00
1183,36.07103,27.94513,341.51,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,316.86,21.12,N,0,2023-07-22 23:49:00
1184,36.07041,27.94976,355.9,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,318.99,13.99,N,0,2023-07-22 23:49:00
1185,36.06979,27.95441,339.41,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,310.55,13.99,N,0,2023-07-22 23:49:00
1197,36.05941,27.95219,348.17,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,313.99,18.79,N,0,2023-07-22 23:49:00
1186,36.06917,27.9591,332.65,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,307.17,4.66,N,0,2023-07-22 23:49:00
1188,36.06695,27.94902,348.32,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,323.99,17.26,N,0,2023-07-22 23:49:00
1189,36.06634,27.95367,328.36,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,309.34,17.26,N,0,2023-07-22 23:49:00
1190,36.06572,27.95835,331.48,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,308.24,2.01,N,0,2023-07-22 23:49:00
1191,36.0651,27.963,319.73,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,306.49,2.01,N,0,2023-07-22 23:49:00
1192,36.06348,27.94832,353.27,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,325.34,17.26,N,0,2023-07-22 23:49:00
1193,36.06287,27.95295,347.31,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,311.69,17.26,N,0,2023-07-22 23:49:00
1194,36.06226,27.95761,327.26,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,307.75,2.01,N,0,2023-07-22 23:49:00
1195,36.06164,27.96225,317.49,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,305.79,2.01,N,0,2023-07-22 23:49:00
1187,36.06756,27.94442,333.91,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,305.08,23.72,N,0,2023-07-22 23:49:00
1132,36.13224,27.94596,343.58,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,325.98,46.85,N,0,2023-07-22 23:49:00
1082,36.20197,27.98398,330.53,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,305.48,2.18,N,0,2023-07-22 23:49:00
1130,36.13918,27.9473,317.61,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,303.79,3.92,N,0,2023-07-22 23:49:00
1065,36.21581,27.98694,333.48,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,303.45,4.16,N,0,2023-07-22 23:49:00
1066,36.21708,27.97743,318.52,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,303.05,2.15,N,0,2023-07-22 23:49:00
1067,36.21425,27.97198,355.48,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,319.65,16.24,N,0,2023-07-22 23:49:00
1068,36.21362,27.97668,335.41,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,315.0,17.19,N,0,2023-07-22 23:49:00
1069,36.21235,27.98622,320.51,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,302.09,2.56,N,0,2023-07-22 23:49:00
1070,36.21487,27.96733,316.45,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,302.58,16.24,N,0,2023-07-22 23:49:00
1071,36.21299,27.98144,315.38,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,302.55,17.19,N,0,2023-07-22 23:49:00
1075,36.20824,27.99028,344.41,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,304.53,2.56,N,0,2023-07-22 23:49:00
1076,36.20889,27.98546,313.24,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,301.84,2.56,N,0,2023-07-22 23:49:00
1077,36.20669,27.97523,339.45,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,310.64,10.36,N,0,2023-07-22 23:49:00
1078,36.20607,27.97996,335.88,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,306.76,10.36,N,0,2023-07-22 23:49:00
1079,36.20479,27.9895,313.59,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,301.86,2.18,N,0,2023-07-22 23:49:00
1080,36.20323,27.97451,332.74,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,304.48,10.36,N,0,2023-07-22 23:49:00
1081,36.2026,27.97923,340.05,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,308.88,10.36,N,0,2023-07-22 23:49:00
1083,36.20069,27.99359,336.72,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,303.66,4.1,N,0,2023-07-22 23:49:00
1084,36.2082,27.93717,318.89,0.43,0.38,2023-07-22,2349,N,VIIRS,n,2,300.64,1.34,N,0,2023-07-22 23:49:00
1085,36.20758,27.94184,317.24,0.43,0.38,2023-07-22,2349,N,VIIRS,n,2,301.47,1.34,N,0,2023-07-22 23:49:00
1064,36.21645,27.98217,333.13,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,304.17,2.15,N,0,2023-07-22 23:49:00
1063,36.2177,27.97276,355.5,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,314.56,8.27,N,0,2023-07-22 23:49:00
1062,36.21833,27.96809,334.7,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,306.34,8.27,N,0,2023-07-22 23:49:00
1061,36.21992,27.98286,311.85,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,301.22,2.15,N,0,2023-07-22 23:49:00
1073,36.21016,27.97595,346.7,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,312.35,17.19,N,0,2023-07-22 23:49:00
1044,36.24471,27.96591,332.07,0.43,0.38,2023-07-22,2349,N,VIIRS,n,2,303.36,15.74,N,0,2023-07-22 23:49:00
1045,36.24408,27.97067,351.12,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,307.83,29.37,N,0,2023-07-22 23:49:00
1046,36.24124,27.96518,334.91,0.43,0.38,2023-07-22,2349,N,VIIRS,n,2,309.35,15.74,N,0,2023-07-22 23:49:00
1047,36.24062,27.96994,351.25,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,305.84,29.37,N,0,2023-07-22 23:49:00
1048,36.24,27.9747,344.03,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,314.48,29.37,N,0,2023-07-22 23:49:00
1049,36.23653,27.97396,314.98,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,301.51,2.16,N,0,2023-07-22 23:49:00
1050,36.23183,27.98267,312.68,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,300.51,1.49,N,0,2023-07-22 23:49:00
1086,36.20696,27.94646,314.07,0.43,0.38,2023-07-22,2349,N,VIIRS,n,2,300.36,0.71,N,0,2023-07-22 23:49:00
1051,36.23029,27.98511,341.07,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,303.63,4.93,N,0,2023-07-22 23:49:00
1053,36.22683,27.98436,345.55,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,309.2,11.94,N,0,2023-07-22 23:49:00
1054,36.22527,27.9695,348.46,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,313.98,7.33,N,0,2023-07-22 23:49:00
1055,36.22337,27.98361,327.52,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,300.76,11.94,N,0,2023-07-22 23:49:00
1056,36.22274,27.98835,338.43,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,305.3,8.27,N,0,2023-07-22 23:49:00
1057,36.2218,27.96881,352.7,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,310.9,8.27,N,0,2023-07-22 23:49:00
1058,36.22117,27.9735,329.75,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,306.89,8.27,N,0,2023-07-22 23:49:00
1059,36.21927,27.98765,337.39,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,302.95,4.16,N,0,2023-07-22 23:49:00
1060,36.22054,27.97816,316.16,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,302.75,2.15,N,0,2023-07-22 23:49:00
1052,36.22873,27.9702,321.23,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,303.74,7.33,N,0,2023-07-22 23:49:00
1087,36.20133,27.98876,318.12,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,303.46,2.18,N,0,2023-07-22 23:49:00
1088,36.19914,27.97851,345.98,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,306.41,11.3,N,0,2023-07-22 23:49:00
1089,36.19851,27.98326,347.94,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,317.17,15.07,N,0,2023-07-22 23:49:00
1112,36.17835,27.97421,312.89,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,300.75,0.86,N,0,2023-07-22 23:49:00
1113,36.17488,27.97351,315.75,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,300.85,0.86,N,0,2023-07-22 23:49:00
1114,36.17227,27.9394,323.5,0.43,0.38,2023-07-22,2349,N,VIIRS,n,2,301.68,0.95,N,0,2023-07-22 23:49:00
1115,36.1688,27.93875,344.63,0.43,0.38,2023-07-22,2349,N,VIIRS,n,2,307.0,12.01,N,0,2023-07-22 23:49:00
1116,36.16531,27.93814,347.27,0.43,0.38,2023-07-22,2349,N,VIIRS,n,2,305.15,12.01,N,0,2023-07-22 23:49:00
1117,36.16245,27.93289,332.65,0.43,0.38,2023-07-22,2349,N,VIIRS,n,2,304.92,13.29,N,0,2023-07-22 23:49:00
1118,36.16184,27.93749,335.5,0.43,0.38,2023-07-22,2349,N,VIIRS,n,2,303.89,4.28,N,0,2023-07-22 23:49:00
1119,36.15897,27.93224,347.15,0.43,0.38,2023-07-22,2349,N,VIIRS,n,2,307.87,13.29,N,0,2023-07-22 23:49:00
1111,36.17897,27.96951,313.79,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,301.06,0.86,N,0,2023-07-22 23:49:00
1120,36.15836,27.93684,331.84,0.43,0.38,2023-07-22,2349,N,VIIRS,n,2,303.14,4.28,N,0,2023-07-22 23:49:00
1122,36.15427,27.94086,316.25,0.43,0.38,2023-07-22,2349,N,VIIRS,n,2,301.81,2.57,N,0,2023-07-22 23:49:00
1123,36.15142,27.93545,313.42,0.43,0.38,2023-07-22,2349,N,VIIRS,n,2,301.38,2.57,N,0,2023-07-22 23:49:00
1124,36.15019,27.94484,316.44,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,304.1,1.17,N,0,2023-07-22 23:49:00
1125,36.14672,27.9441,339.05,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,308.54,7.18,N,0,2023-07-22 23:49:00
1126,36.14735,27.93934,312.33,0.43,0.38,2023-07-22,2349,N,VIIRS,n,2,302.07,4.65,N,0,2023-07-22 23:49:00
1127,36.14326,27.94335,347.41,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,307.02,7.18,N,0,2023-07-22 23:49:00
1128,36.13979,27.94261,335.91,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,304.73,3.92,N,0,2023-07-22 23:49:00
1129,36.13425,27.98489,322.13,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,302.44,1.55,N,0,2023-07-22 23:49:00
1121,36.15488,27.93619,347.04,0.43,0.38,2023-07-22,2349,N,VIIRS,n,2,303.97,2.57,N,0,2023-07-22 23:49:00
1131,36.13571,27.9466,346.59,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,306.4,3.92,N,0,2023-07-22 23:49:00
1110,36.18465,27.98037,313.73,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,303.24,1.94,N,0,2023-07-22 23:49:00
1108,36.18874,27.97638,312.81,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,302.08,7.11,N,0,2023-07-22 23:49:00
1090,36.19786,27.9881,331.57,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,305.33,15.07,N,0,2023-07-22 23:49:00
1091,36.19721,27.99293,347.1,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,312.46,18.38,N,0,2023-07-22 23:49:00
1092,36.19754,27.96372,331.83,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,303.07,2.67,N,0,2023-07-22 23:49:00
1093,36.19692,27.9684,321.68,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,303.35,2.67,N,0,2023-07-22 23:49:00
1094,36.19567,27.9778,333.73,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,305.95,11.3,N,0,2023-07-22 23:49:00
1095,36.19504,27.98257,353.29,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,317.82,15.07,N,0,2023-07-22 23:49:00
1096,36.19439,27.98738,336.34,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,308.17,15.07,N,0,2023-07-22 23:49:00
1097,36.19375,27.99221,348.93,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,309.19,18.38,N,0,2023-07-22 23:49:00
1109,36.18401,27.98519,320.51,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,304.82,1.94,N,0,2023-07-22 23:49:00
1098,36.19345,27.96768,328.22,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,304.03,3.22,N,0,2023-07-22 23:49:00
1100,36.19221,27.97709,322.27,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,302.78,7.11,N,0,2023-07-22 23:49:00
1101,36.19157,27.98186,367.0,0.42,0.38,2023-07-22,2349,N,VIIRS,h,2,355.94,108.72,N,0,2023-07-22 23:49:00
1102,36.19093,27.98667,367.0,0.42,0.38,2023-07-22,2349,N,VIIRS,h,2,341.0,108.72,N,0,2023-07-22 23:49:00
1103,36.19029,27.99149,344.56,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,312.12,17.19,N,0,2023-07-22 23:49:00
1104,36.18811,27.98113,348.14,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,322.12,108.72,N,0,2023-07-22 23:49:00
1105,36.18747,27.98594,367.0,0.42,0.38,2023-07-22,2349,N,VIIRS,h,2,341.95,108.72,N,0,2023-07-22 23:49:00
1106,36.18683,27.99075,345.37,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,309.76,17.19,N,0,2023-07-22 23:49:00
1107,36.18937,27.97166,311.07,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,300.96,7.11,N,0,2023-07-22 23:49:00
1099,36.19283,27.97238,320.8,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,302.43,7.11,N,0,2023-07-22 23:49:00
1072,36.21079,27.97123,350.89,0.42,0.38,2023-07-22,2349,N,VIIRS,n,2,307.1,16.24,N,0,2023-07-22 23:49:00
0,36.24333,27.96268,323.51,0.61,0.54,2023-07-23,38,N20,VIIRS,n,2,300.39,37.9,N,0,2023-07-23 00:38:00
114,36.07169,27.9432,341.47,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,305.14,43.05,N,0,2023-07-23 00:38:00
59,36.18202,27.98973,320.94,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,303.22,8.8,N,0,2023-07-23 00:38:00
60,36.17558,27.97361,310.84,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,300.83,1.12,N,0,2023-07-23 00:38:00
61,36.16811,27.94066,339.45,0.61,0.54,2023-07-23,38,N20,VIIRS,n,2,302.76,7.08,N,0,2023-07-23 00:38:00
62,36.16348,27.93846,339.79,0.61,0.54,2023-07-23,38,N20,VIIRS,n,2,303.44,7.08,N,0,2023-07-23 00:38:00
63,36.16518,27.93154,315.03,0.61,0.54,2023-07-23,38,N20,VIIRS,n,2,300.79,7.46,N,0,2023-07-23 00:38:00
64,36.15882,27.93633,327.82,0.61,0.54,2023-07-23,38,N20,VIIRS,n,2,302.49,5.64,N,0,2023-07-23 00:38:00
65,36.14761,27.93978,334.59,0.61,0.54,2023-07-23,38,N20,VIIRS,n,2,302.43,4.13,N,0,2023-07-23 00:38:00
66,36.14599,27.94633,326.74,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,304.95,5.09,N,0,2023-07-23 00:38:00
67,36.14119,27.94478,333.21,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,304.05,5.09,N,0,2023-07-23 00:38:00
68,36.14282,27.9382,311.8,0.61,0.54,2023-07-23,38,N20,VIIRS,n,2,300.86,4.13,N,0,2023-07-23 00:38:00
69,36.13642,27.94309,339.62,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,302.39,11.38,N,0,2023-07-23 00:38:00
70,36.1348,27.94967,320.95,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,303.01,11.38,N,0,2023-07-23 00:38:00
71,36.13174,27.9411,337.12,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,300.74,11.38,N,0,2023-07-23 00:38:00
72,36.13013,27.94757,338.17,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,310.83,11.38,N,0,2023-07-23 00:38:00
73,36.12545,27.94549,348.9,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,305.14,33.58,N,0,2023-07-23 00:38:00
74,36.12391,27.95172,314.8,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,301.24,8.07,N,0,2023-07-23 00:38:00
75,36.12075,27.94353,351.72,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,311.51,33.58,N,0,2023-07-23 00:38:00
76,36.11919,27.94982,336.08,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,305.06,8.07,N,0,2023-07-23 00:38:00
77,36.11595,27.94199,341.98,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,307.84,65.28,N,0,2023-07-23 00:38:00
78,36.11439,27.94824,325.44,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,323.3,107.83,N,0,2023-07-23 00:38:00
79,36.11109,27.94067,335.28,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,301.95,65.28,N,0,2023-07-23 00:38:00
58,36.18356,27.98341,335.68,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,303.74,13.11,N,0,2023-07-23 00:38:00
80,36.10955,27.94682,367.0,0.62,0.54,2023-07-23,38,N20,VIIRS,h,2,337.96,107.83,N,0,2023-07-23 00:38:00
57,36.19151,27.9721,312.74,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,301.91,2.74,N,0,2023-07-23 00:38:00
55,36.18839,27.98489,354.81,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,315.82,13.11,N,0,2023-07-23 00:38:00
34,36.21861,27.98852,342.71,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,304.11,14.13,N,0,2023-07-23 00:38:00
35,36.21864,27.96698,338.9,0.61,0.54,2023-07-23,38,N20,VIIRS,n,2,303.28,7.04,N,0,2023-07-23 00:38:00
36,36.21697,27.97387,351.83,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,307.54,7.66,N,0,2023-07-23 00:38:00
37,36.21536,27.98052,330.27,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,304.07,7.66,N,0,2023-07-23 00:38:00
38,36.21384,27.98678,339.53,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,302.39,14.13,N,0,2023-07-23 00:38:00
39,36.21382,27.96553,326.42,0.61,0.54,2023-07-23,38,N20,VIIRS,n,2,301.59,7.86,N,0,2023-07-23 00:38:00
40,36.21217,27.97234,348.47,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,308.97,14.5,N,0,2023-07-23 00:38:00
41,36.21058,27.97889,340.23,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,308.38,14.5,N,0,2023-07-23 00:38:00
42,36.20753,27.99143,339.74,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,303.81,9.64,N,0,2023-07-23 00:38:00
43,36.2058,27.97727,349.56,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,306.65,14.5,N,0,2023-07-23 00:38:00
44,36.20271,27.98997,328.95,0.62,0.54,2023-07-23,38,N20,VIIRS,n,2,301.87,9.64,N,0,2023-07-23 00:38:00
